,objectid,highstreet,area_ha,road_length,ATMs,Advertising Right,Amusement Arcades,Banks/Insurance/Building Society Offices & Other A2 Uses,Betting Offices,Bingo Halls (National Scheme),Cafes,Cafes/Restaurants Within/Part of Specialist Property,Car Parks (Multi-Storey),Car Parks (Surfaced Open),Car Showrooms,Car Spaces,Car Washes (Stand Alone),Cemeteries (National Scheme),Clubs & Institutions,Commercial Miscellaneous,Communication Stations (National Scheme),Community Day Centres,Concert Halls (National Scheme),Day Nurseries/Play Schools,Educational Miscellaneous,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",Fire Stations,Food Stores,Funeral Parlours/Chapels Of Rest,Garages (Transport and Commercial),Garden Centres,Gymnasia/Fitness Suites,Hairdressing/Beauty Salons,Hostels,Hotels (3 Star And Under),Hypermarkets/Superstores (over 2500m^2),Large Food Stores (750 - 2500m^2),Large Shops (Over 1850m^2),Libraries,Local Authority Schools (National Scheme),Markets (Other Than Livestock),Miscellaneous,Museums and Art Galleries (Contractors),Night Clubs & Discotheques,Nurseries/Creches Within/Part of Specialist Property,Offices (Inc Computer Centres),Petrol Filling Stations (National Scheme),Police Stations,Post Offices,Public Conveniences (National Scheme),Public Halls,Public Houses/Pub Restaurants (National Scheme),Public Telephone Kiosks (National Scheme),Public and Independent Schools (National Scheme),Recording Studios,Restaurants,Retail Warehouses and Foodstores,Sales Kiosks,Shops,Shops Within/Part of Specialist Property,Showrooms,Sports & Leisure Centres (Private)(Dry Only),Sports & Leisure Centres (Private)(Wet & Dry),Sports & Leisure Centres Within/Part of Specialist Property,Stores,Studios,"Surgeries, Clinics, Health Centres (Contractors Valuation)","Surgeries, Clinics, Health Centres (Rental Valuation)",Tennis Courts/Clubs,Vehicle Repair Workshops & Garages,Veterinary Clinics / Animal Clinics,"Village Halls, Scout Huts, Cadet Huts Etc",Wine Bars,bench,bicycle_rental,camera_surveillance,fountain,post_box,recycling,recycling_clothes,recycling_glass,recycling_paper,telephone,tourist_info,vending_parking,waste_basket,public toilets,trees,bus_stops,train,median_95Q4,median_18Q4,95-18_price_diff,count_95Q4,count_18Q4,95-18_tansc_diff,household_estimate_01_02,household_estimate_12_13,household_estimate_diff,All usual residents,Density (number of persons per hectare),Economically_active_total,Economically_inactive_total,Over_65s,crime,cultural_infra,GRP_CD,Average download speed (Mbit/s),Average data usage (GB),AvPTAI2015,2018_road_causaulties,averaege_yearly_causaulties(2010-2018),noise_pollution,NOxTotal10,PM10Tot10,total_buildings,total_floor_area,mean_floor_area,total_rental_valuation,mean_rental_valuation,total_rates_paid,mean_rates_paid,total_rates_expected,mean_rates_expected,cluster_label
count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,287.0,287.0,56.34925761,1866.9453449999999,0.0,20.0,1.0,42.0,6.0,1.0,38.0,0.0,2.0,4.0,0.0,12.0,0.0,0.0,3.0,70.0,8.0,0.0,43.0,2.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,1.0,3.0,8.0,0.0,26.0,0.0,4.0,12.0,228.0,2.0,89.0,0.0,2520.0,0.0,0.0,0.0,76.0,0.0,38.0,0.0,8.0,0.0,325.0,0.0,2.0,7394.0,0.0,1.0,30.0,0.0,0.0,20.0,315.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,19.0,6.0,8.0,0.0,7.0,11.0,0.0,0.0,1.0,30.0,8.0,1.0,16.0,3069.0,138105.0,10230.0,1023.0,1359749.0,8540250.0,7180501.0,55.0,41.0,-14.0,547750.0,801910.0,254160.0,24165.0,2196.9,12405.0,6353.0,2492.0,32316.0,79.0,4.0,2573.5,11841.0,441.3262,189.0,168.0,70.0,4.760324,0.6458,11736.0,1842299.986,156.9785264,758574264.0,64636.52556,149853563.2,15559.50194,386013522.2,32891.40442,1.0
std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,287.0,287.0,56.34925761,1866.9453449999999,0.0,20.0,1.0,42.0,6.0,1.0,38.0,0.0,2.0,4.0,0.0,12.0,0.0,0.0,3.0,70.0,8.0,0.0,43.0,2.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,1.0,3.0,8.0,0.0,26.0,0.0,4.0,12.0,228.0,2.0,89.0,0.0,2520.0,0.0,0.0,0.0,76.0,0.0,38.0,0.0,8.0,0.0,325.0,0.0,2.0,7394.0,0.0,1.0,30.0,0.0,0.0,20.0,315.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,19.0,6.0,8.0,0.0,7.0,11.0,0.0,0.0,1.0,30.0,8.0,1.0,16.0,3069.0,138105.0,10230.0,1023.0,1359749.0,8540250.0,7180501.0,55.0,41.0,-14.0,547750.0,801910.0,254160.0,24165.0,2196.9,12405.0,6353.0,2492.0,32316.0,79.0,4.0,2573.5,11841.0,441.3262,189.0,168.0,70.0,4.760324,0.6458,11736.0,1842299.986,156.9785264,758574264.0,64636.52556,149853563.2,15559.50194,386013522.2,32891.40442,1.0
25%,287.0,287.0,56.34925761,1866.9453449999999,0.0,20.0,1.0,42.0,6.0,1.0,38.0,0.0,2.0,4.0,0.0,12.0,0.0,0.0,3.0,70.0,8.0,0.0,43.0,2.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,1.0,3.0,8.0,0.0,26.0,0.0,4.0,12.0,228.0,2.0,89.0,0.0,2520.0,0.0,0.0,0.0,76.0,0.0,38.0,0.0,8.0,0.0,325.0,0.0,2.0,7394.0,0.0,1.0,30.0,0.0,0.0,20.0,315.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,19.0,6.0,8.0,0.0,7.0,11.0,0.0,0.0,1.0,30.0,8.0,1.0,16.0,3069.0,138105.0,10230.0,1023.0,1359749.0,8540250.0,7180501.0,55.0,41.0,-14.0,547750.0,801910.0,254160.0,24165.0,2196.9,12405.0,6353.0,2492.0,32316.0,79.0,4.0,2573.5,11841.0,441.3262,189.0,168.0,70.0,4.760324,0.6458,11736.0,1842299.986,156.9785264,758574264.0,64636.52556,149853563.2,15559.50194,386013522.2,32891.40442,1.0
50%,287.0,287.0,56.34925761,1866.9453449999999,0.0,20.0,1.0,42.0,6.0,1.0,38.0,0.0,2.0,4.0,0.0,12.0,0.0,0.0,3.0,70.0,8.0,0.0,43.0,2.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,1.0,3.0,8.0,0.0,26.0,0.0,4.0,12.0,228.0,2.0,89.0,0.0,2520.0,0.0,0.0,0.0,76.0,0.0,38.0,0.0,8.0,0.0,325.0,0.0,2.0,7394.0,0.0,1.0,30.0,0.0,0.0,20.0,315.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,19.0,6.0,8.0,0.0,7.0,11.0,0.0,0.0,1.0,30.0,8.0,1.0,16.0,3069.0,138105.0,10230.0,1023.0,1359749.0,8540250.0,7180501.0,55.0,41.0,-14.0,547750.0,801910.0,254160.0,24165.0,2196.9,12405.0,6353.0,2492.0,32316.0,79.0,4.0,2573.5,11841.0,441.3262,189.0,168.0,70.0,4.760324,0.6458,11736.0,1842299.986,156.9785264,758574264.0,64636.52556,149853563.2,15559.50194,386013522.2,32891.40442,1.0
75%,287.0,287.0,56.34925761,1866.9453449999999,0.0,20.0,1.0,42.0,6.0,1.0,38.0,0.0,2.0,4.0,0.0,12.0,0.0,0.0,3.0,70.0,8.0,0.0,43.0,2.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,1.0,3.0,8.0,0.0,26.0,0.0,4.0,12.0,228.0,2.0,89.0,0.0,2520.0,0.0,0.0,0.0,76.0,0.0,38.0,0.0,8.0,0.0,325.0,0.0,2.0,7394.0,0.0,1.0,30.0,0.0,0.0,20.0,315.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,19.0,6.0,8.0,0.0,7.0,11.0,0.0,0.0,1.0,30.0,8.0,1.0,16.0,3069.0,138105.0,10230.0,1023.0,1359749.0,8540250.0,7180501.0,55.0,41.0,-14.0,547750.0,801910.0,254160.0,24165.0,2196.9,12405.0,6353.0,2492.0,32316.0,79.0,4.0,2573.5,11841.0,441.3262,189.0,168.0,70.0,4.760324,0.6458,11736.0,1842299.986,156.9785264,758574264.0,64636.52556,149853563.2,15559.50194,386013522.2,32891.40442,1.0
max,287.0,287.0,56.34925761,1866.9453449999999,0.0,20.0,1.0,42.0,6.0,1.0,38.0,0.0,2.0,4.0,0.0,12.0,0.0,0.0,3.0,70.0,8.0,0.0,43.0,2.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,1.0,3.0,8.0,0.0,26.0,0.0,4.0,12.0,228.0,2.0,89.0,0.0,2520.0,0.0,0.0,0.0,76.0,0.0,38.0,0.0,8.0,0.0,325.0,0.0,2.0,7394.0,0.0,1.0,30.0,0.0,0.0,20.0,315.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,19.0,6.0,8.0,0.0,7.0,11.0,0.0,0.0,1.0,30.0,8.0,1.0,16.0,3069.0,138105.0,10230.0,1023.0,1359749.0,8540250.0,7180501.0,55.0,41.0,-14.0,547750.0,801910.0,254160.0,24165.0,2196.9,12405.0,6353.0,2492.0,32316.0,79.0,4.0,2573.5,11841.0,441.3262,189.0,168.0,70.0,4.760324,0.6458,11736.0,1842299.986,156.9785264,758574264.0,64636.52556,149853563.2,15559.50194,386013522.2,32891.40442,1.0
