timeline,Retail
0.0,1.0
6.0,0.9996335654085746
20.0,0.9992671308171491
23.0,0.998900696225723
44.0,0.9985342616342979
53.0,0.9981678270428724
86.0,0.9978013924514468
91.0,0.9904727006229386
92.0,0.9901062660315133
93.0,0.9897398314400878
95.0,0.9893733968486618
106.0,0.9886405276658112
126.0,0.988274093074386
136.0,0.9879076584829606
138.0,0.9875412238915348
150.0,0.9871747893001094
151.0,0.986808354708684
153.0,0.986441920117259
154.0,0.9857090509344081
169.0,0.9857090509344081
180.0,0.9853424800712868
182.0,0.9849759092081651
183.0,0.9758116376301205
192.0,0.9758116376301205
211.0,0.9758116376301205
212.0,0.9750779446694965
213.0,0.9747109601212577
218.0,0.9743439755730194
222.0,0.9739769910247806
227.0,0.9739769910247806
228.0,0.973609868148405
237.0,0.973242745272029
243.0,0.9728756223956534
246.0,0.9725084995192778
253.0,0.9725084995192778
254.0,0.9725084995192778
256.0,0.9721409604038128
261.0,0.9717734212883479
263.0,0.9706708039419548
273.0,0.9699357257110255
275.0,0.9589095522470881
276.0,0.9585420131316236
281.0,0.9581744740161591
294.0,0.9581744740161591
296.0,0.9578067938649634
298.0,0.9574391137137672
314.0,0.9570714335625716
318.0,0.9570714335625716
321.0,0.9563357906466899
322.0,0.9563357906466899
326.0,0.9563357906466899
333.0,0.9559676860313523
351.0,0.9555995814160145
353.0,0.9555995814160145
359.0,0.9552313349491878
361.0,0.9548630884823607
362.0,0.9544948420155336
363.0,0.9541265955487066
364.0,0.9537582069017769
365.0,0.9393910496715066
367.0,0.9390196020441158
379.0,0.9390196020441158
395.0,0.9390196020441158
397.0,0.9390196020441158
402.0,0.9390196020441158
406.0,0.9390196020441158
407.0,0.938647418293801
412.0,0.938647418293801
415.0,0.9382749391595576
418.0,0.9379024600253139
420.0,0.9375299808910701
421.0,0.937157353712656
425.0,0.937157353712656
426.0,0.937157353712656
432.0,0.937157353712656
434.0,0.937157353712656
437.0,0.937157353712656
440.0,0.9367839842490252
441.0,0.9364106147853954
444.0,0.9360372453217642
446.0,0.9360372453217642
456.0,0.9293139131526533
458.0,0.9289403946988134
463.0,0.9285667259961999
464.0,0.9285667259961999
467.0,0.9285667259961999
469.0,0.9281926056392314
471.0,0.9281926056392314
472.0,0.9281926056392314
476.0,0.9278181834505911
477.0,0.9270693390733109
480.0,0.9270693390733109
482.0,0.9266947656029778
486.0,0.926320192132645
487.0,0.9251964717216471
490.0,0.9251964717216471
495.0,0.9248214427505398
499.0,0.9248214427505398
504.0,0.924446261637862
507.0,0.9240710805251844
511.0,0.9240710805251844
513.0,0.9240710805251844
515.0,0.9240710805251844
517.0,0.9240710805251844
524.0,0.9240710805251844
525.0,0.9240710805251844
529.0,0.9236946768263962
530.0,0.9236946768263962
532.0,0.9233181196813387
538.0,0.9233181196813387
539.0,0.922941408902195
541.0,0.9225646981230515
544.0,0.9221878334587852
546.0,0.9221878334587852
547.0,0.9218108147206584
548.0,0.9161555336487521
550.0,0.9161555336487521
559.0,0.9157782043515323
561.0,0.9157782043515323
565.0,0.9157782043515323
567.0,0.9157782043515323
569.0,0.9154002521417293
570.0,0.9146443477221242
577.0,0.9146443477221242
578.0,0.9138881308161942
579.0,0.9131319139102638
582.0,0.9131319139102638
583.0,0.9131319139102638
584.0,0.9123747564360435
596.0,0.9123747564360435
597.0,0.9123747564360435
598.0,0.9123747564360435
600.0,0.9119957058517324
605.0,0.9119957058517324
606.0,0.9116164976580311
609.0,0.9112372894643295
610.0,0.9112372894643295
612.0,0.9112372894643295
615.0,0.9112372894643295
619.0,0.910857132063635
624.0,0.910857132063635
627.0,0.910095864088655
632.0,0.910095864088655
635.0,0.909715070840083
636.0,0.909715070840083
637.0,0.909715070840083
639.0,0.9093339585355831
640.0,0.9020928247500944
647.0,0.9020928247500944
652.0,0.9017112288005388
656.0,0.9017112288005388
659.0,0.9013294712946962
663.0,0.9013294712946962
664.0,0.9013294712946962
668.0,0.9013294712946962
670.0,0.9009472280922812
674.0,0.9009472280922812
675.0,0.9005648226474203
677.0,0.9001824172025592
678.0,0.9001824172025592
680.0,0.8997998492394473
681.0,0.8997998492394473
682.0,0.8994171185507029
687.0,0.8994171185507029
689.0,0.8994171185507029
694.0,0.8994171185507029
702.0,0.8990335718050521
705.0,0.8990335718050521
706.0,0.8982661509157606
707.0,0.8978822764922927
713.0,0.8971145276453564
718.0,0.896730653221888
719.0,0.8963467787984198
720.0,0.8963467787984198
722.0,0.8963467787984198
723.0,0.8959625752927196
724.0,0.8955783717870197
730.0,0.8928889472471183
731.0,0.8871258946616167
736.0,0.8867390102766791
739.0,0.8863521258917417
745.0,0.8863521258917417
748.0,0.8863521258917417
749.0,0.8863521258917417
757.0,0.8863521258917417
759.0,0.8863521258917417
763.0,0.8863521258917417
768.0,0.8859642256178284
773.0,0.8859642256178284
784.0,0.8855761554357799
785.0,0.8855761554357799
786.0,0.8855761554357799
787.0,0.8851877448412909
791.0,0.8847993342468014
797.0,0.884410923652312
798.0,0.8840225130578229
800.0,0.8836341024633334
801.0,0.8836341024633334
807.0,0.8836341024633334
812.0,0.8836341024633334
816.0,0.8832451790027425
821.0,0.8801337913180123
822.0,0.8746864557395633
830.0,0.8746864557395633
832.0,0.8746864557395633
835.0,0.8742970138625649
838.0,0.8742970138625649
839.0,0.8739072247346729
846.0,0.8735174356067807
850.0,0.872737509324989
852.0,0.8723475461840935
854.0,0.8723475461840935
857.0,0.8719574086410768
860.0,0.8719574086410768
862.0,0.8719574086410768
867.0,0.8715663963502065
868.0,0.8715663963502065
871.0,0.8715663963502065
877.0,0.8715663963502065
878.0,0.8715663963502065
881.0,0.8715663963502065
896.0,0.8715663963502065
897.0,0.8715663963502065
899.0,0.8715663963502065
911.0,0.8715663963502065
913.0,0.868031426739052
914.0,0.8625300958316977
921.0,0.8621371436240292
924.0,0.8617441914163609
930.0,0.8613512392086925
932.0,0.8613512392086925
935.0,0.8609579281405604
943.0,0.8609579281405604
944.0,0.860564257391525
953.0,0.860564257391525
954.0,0.8601704064728106
957.0,0.8601704064728106
959.0,0.8601704064728106
962.0,0.8601704064728106
966.0,0.8601704064728106
967.0,0.8601704064728106
971.0,0.8601704064728106
974.0,0.8601704064728106
977.0,0.8601704064728106
978.0,0.8597747439123351
980.0,0.8597747439123351
981.0,0.8593788991867769
987.0,0.8593788991867769
988.0,0.8593788991867769
993.0,0.8593788991867769
1004.0,0.858982506705602
1005.0,0.8585861142244272
1006.0,0.8526374806385766
1008.0,0.8522407205266
1018.0,0.8522407205266
1025.0,0.8522407205266
