,objectid,highstreet,area_ha,road_length,ATMs,Advertising Right,Amusement Arcades,Banks/Insurance/Building Society Offices & Other A2 Uses,Betting Offices,Bingo Halls (National Scheme),Cafes,Cafes/Restaurants Within/Part of Specialist Property,Car Parks (Multi-Storey),Car Parks (Surfaced Open),Car Showrooms,Car Spaces,Car Washes (Stand Alone),Cemeteries (National Scheme),Clubs & Institutions,Commercial Miscellaneous,Communication Stations (National Scheme),Community Day Centres,Concert Halls (National Scheme),Day Nurseries/Play Schools,Educational Miscellaneous,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",Fire Stations,Food Stores,Funeral Parlours/Chapels Of Rest,Garages (Transport and Commercial),Garden Centres,Gymnasia/Fitness Suites,Hairdressing/Beauty Salons,Hostels,Hotels (3 Star And Under),Hypermarkets/Superstores (over 2500m^2),Large Food Stores (750 - 2500m^2),Large Shops (Over 1850m^2),Libraries,Local Authority Schools (National Scheme),Markets (Other Than Livestock),Miscellaneous,Museums and Art Galleries (Contractors),Night Clubs & Discotheques,Nurseries/Creches Within/Part of Specialist Property,Offices (Inc Computer Centres),Petrol Filling Stations (National Scheme),Police Stations,Post Offices,Public Conveniences (National Scheme),Public Halls,Public Houses/Pub Restaurants (National Scheme),Public Telephone Kiosks (National Scheme),Public and Independent Schools (National Scheme),Recording Studios,Restaurants,Retail Warehouses and Foodstores,Sales Kiosks,Shops,Shops Within/Part of Specialist Property,Showrooms,Sports & Leisure Centres (Private)(Dry Only),Sports & Leisure Centres (Private)(Wet & Dry),Sports & Leisure Centres Within/Part of Specialist Property,Stores,Studios,"Surgeries, Clinics, Health Centres (Contractors Valuation)","Surgeries, Clinics, Health Centres (Rental Valuation)",Tennis Courts/Clubs,Vehicle Repair Workshops & Garages,Veterinary Clinics / Animal Clinics,"Village Halls, Scout Huts, Cadet Huts Etc",Wine Bars,bench,bicycle_rental,camera_surveillance,fountain,post_box,recycling,recycling_clothes,recycling_glass,recycling_paper,telephone,tourist_info,vending_parking,waste_basket,public toilets,trees,bus_stops,train,median_95Q4,median_18Q4,95-18_price_diff,count_95Q4,count_18Q4,95-18_tansc_diff,household_estimate_01_02,household_estimate_12_13,household_estimate_diff,All usual residents,Density (number of persons per hectare),Economically_active_total,Economically_inactive_total,Over_65s,crime,cultural_infra,GRP_CD,Average download speed (Mbit/s),Average data usage (GB),AvPTAI2015,2018_road_causaulties,averaege_yearly_causaulties(2010-2018),noise_pollution,NOxTotal10,PM10Tot10,total_buildings,total_floor_area,mean_floor_area,total_rental_valuation,mean_rental_valuation,total_rates_paid,mean_rates_paid,total_rates_expected,mean_rates_expected,cluster_label
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,302.0,302.0,10.0317287027,781.03927936,3.5,1.4,0.0,0.0,0.2,0.0,1.8,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,7.0,0.4,13.5,0.0,0.8,0.6,29.7,0.0,0.0,0.0,0.0,3.5,4.3,1.4,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,7.6,0.0,0.0,0.0,82.0,0.0,0.0,0.1,3.8,4.3,2.2,0.0,0.0,35.0,13.0,0.0,0.0,641.4,1.3,0.6,10.8,0.0,0.0,6.4,3.5,0.0,2.0,0.0,0.4,3.5,0.0,0.1,1.3,0.1,0.0,0.1,1.6,0.6,0.0,0.1,0.0,1.0,0.2,0.0,1.3,5.3,2007.1,91.5,8.1,595950.0,4035912.2,3439962.2,34.6,29.3,-5.3,267276.0,388649.0,121373.0,8157.7,720.8799999999999,4652.3,1787.1,824.7,1214.6,3.3,2.8,869.2699999999999,3810.4,112.40335300000001,35.5,36.4,24.5,2.652638,0.3089127,886.9,86274.55785499999,96.74356970900001,16437988.0,18180.283197,2158700.4990000003,3876.5320999900005,8239561.161999999,9114.2134574,0.0
std,117.86432878526055,117.86432878526055,7.340046163181231,394.3087467512777,11.067971810589327,1.6465452046971292,0.0,0.0,0.42163702135578396,0.0,2.573367875415838,0.0,0.0,0.0,0.31622776601683794,0.0,0.0,0.31622776601683794,0.0,14.757295747452437,0.8432740427115679,29.55315362002656,0.0,1.3984117975602022,1.8973665961010278,36.0124978306143,0.0,0.0,0.0,0.0,11.067971810589327,13.597793938724033,1.3498971154211057,0.0,0.9486832980505139,0.0,0.0,0.0,0.0,0.48304589153964794,0.0,24.033310217279684,0.0,0.0,0.0,89.91353871606013,0.0,0.0,0.31622776601683794,12.016655108639842,13.597793938724033,3.0477678535099897,0.0,0.0,110.67971810589327,12.292725943057183,0.0,0.0,328.71879235061147,4.110960958218892,1.0749676997731399,26.81956168338493,0.0,0.0,9.651712571122058,11.067971810589327,0.0,3.39934634239519,0.0,0.8432740427115679,11.067971810589327,0.0,0.31622776601683794,2.110818693198342,0.31622776601683794,0.0,0.31622776601683794,1.0749676997731399,0.9660917830792958,0.0,0.31622776601683794,0.0,1.247219128924647,0.42163702135578396,0.0,2.8693785622209793,12.419071355513397,2311.5727906917978,127.63511359427007,14.216187955988763,138029.99271494907,1551663.1242867226,1463325.5207115326,12.348639151294725,19.62453113381877,24.376901635222907,62304.59626348248,90765.96859200283,30812.265613262232,2678.640660650265,341.4972256272533,1481.186840191188,806.943816025764,273.0083637302467,610.0217118176114,3.4009802508492557,0.9189365834726815,296.887479807867,1796.0329247167679,48.852206434079434,27.19987745070432,27.12604324670707,31.74989063848182,1.2509924152835177,0.14106980892140678,456.1557847928709,55265.060689951926,33.503345575500205,8886362.865423251,6263.2213274197275,1480995.4654100295,2919.713382132778,4463059.601366354,3162.544418000561,0.0
min,97.0,97.0,3.5080417269999997,357.5481774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,430500.0,2079262.5,1648762.5,16.0,13.0,-37.0,172910.0,263020.0,90110.0,3566.0,183.8,2203.0,687.0,290.0,582.0,0.0,2.0,506.3,1865.0,46.103559999999995,4.0,7.0,0.0,1.062806,0.11750899999999999,300.0,20455.20235,57.88844574,2882100.0,9607.0,77929.08,581.5602985,1438167.9,4793.893,0.0
25%,303.25,303.25,5.4475829542500005,590.258162825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,30.25,0.0,502862.5,2696750.0,2171462.5,30.0,15.0,-16.5,228637.5,322635.0,97760.0,6724.25,471.875,3622.75,1485.0,741.75,687.75,1.0,2.0,696.525,2630.5,68.68632500000001,16.25,18.0,0.0,1.5631304999999998,0.18596000000000001,635.5,56475.004225000004,77.5903723,12323937.5,13974.252405000001,1426128.0025,2769.91259225,6160771.187499999,6985.4719885,0.0
50%,325.0,325.0,7.3437047794999994,668.5210495,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.5,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1522.5,56.5,0.0,586375.0,3818750.0,3279725.0,34.0,28.0,-5.5,275120.0,381295.0,105605.0,8363.0,792.15,4850.0,1721.0,819.5,1117.5,2.0,3.0,817.3,2922.0,122.34853000000001,27.5,26.5,0.0,2.603342,0.330335,771.0,73025.06503,90.25644471000001,16605795.0,17724.7182,2122791.485,3121.1560815000003,8331193.705,8849.135185,0.0
75%,367.75,367.75,11.169157102499998,759.655044225,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,107.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.5,0.0,0.0,877.5,0.0,0.75,7.5,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,1.75,1.5,0.0,0.0,0.0,1.75,0.0,0.0,0.75,0.0,1827.0,60.0,11.25,634662.5,5274235.75,4478995.25,42.75,30.75,-1.0,307832.5,458000.0,151122.5,10339.75,882.3499999999999,5595.75,1952.25,917.0,1671.5,4.75,3.0,941.1500000000001,5165.0,142.35005750000002,48.0,48.25,58.75,3.345498,0.377132,1226.75,116270.34835000001,100.89622641000001,21671262.5,21459.6575125,3259931.0300000003,4370.866895,10816839.4875,10799.2859725,0.0
max,468.0,468.0,28.33885933,1508.451692,35.0,4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,2.0,88.0,0.0,4.0,6.0,99.0,0.0,0.0,0.0,0.0,35.0,43.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,0.0,0.0,0.0,240.0,0.0,0.0,1.0,38.0,43.0,10.0,0.0,0.0,350.0,35.0,0.0,0.0,1144.0,13.0,3.0,86.0,0.0,0.0,32.0,35.0,0.0,8.0,0.0,2.0,35.0,0.0,1.0,6.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,9.0,38.0,7917.0,420.0,39.0,863450.0,6278066.0,5682066.0,55.0,79.0,49.0,355470.0,525980.0,170510.0,11553.0,1241.7,7144.0,3198.0,1317.0,2350.0,9.0,5.0,1558.6,6663.0,197.1011,87.0,86.0,65.0,5.08553,0.58853,1566.0,204671.2915,173.2989957,31687640.0,30344.736839999998,4542012.52,10866.058659999999,15916736.86,15293.901730000001,0.0
