,objectid,highstreet,highstre_1,area_ha,gdb_geomat,layer,path,geometry,highstreet_name,public toilets,trees,bus_stops,train,pub,library,bar,cafe,toilet,waste_basket,artwork,post_box,supermarket,monument,bank,hospital,convenience,pharmacy,restaurant,fast_food,telephone,hotel,playground,recycling,car_sharing,post_office,police,memorial,school,recycling_glass,nightclub,bicycle_shop,atm,sports_centre,community_centre,veterinary,drinking_water,attraction,fountain,theatre,hostel,museum,newsagent,bookshop,bakery,clothes,mobile_phone_shop,ruins,hairdresser,butcher,department_store,beauty_shop,car_dealership,optician,furniture_shop,college,chemist,courthouse,camera_surveillance,dentist,doityourself,jeweller,viewpoint,wayside_shrine,bicycle_rental,bench,mall,gift_shop,doctors,toy_shop,beverages,recycling_paper,kiosk,shelter,sports_shop,travel_agent,university,greengrocer,laundry,car_rental,tourist_info,florist,cinema,shoe_shop,stationery,garden_centre,kindergarten,arts_centre,recycling_clothes,vending_parking,vending_any,water_well,comms_tower,guesthouse,car_wash,computer_shop,video_shop,vending_machine,picnic_site,swimming_pool,park,observation_tower
0,594,594,"Eversholt Street, Somers Town",6.30369789940396,,Eversholt,C:/Users/CHRISTINA/OneDrive - University College London/UCL/Vagrant/notebooks/Dissertation/High Street Boundaries|layername=Eversholt,"POLYGON ((529676.8782000002 182864.0748999994, 529679.9370999997 182861.5556000043, 529680.1597000016 182862.3254000042, 529680.4648000011 182863.215200007, 529680.6297000023 182864.3347999994, 529681.0172000015 182865.6245000027, 529682.7074000034 182870.3731000051, 529687.3329000026 182879.0206000023, 529693.5497000031 182886.5985000059, 529701.1269000014 182892.8167000022, 529709.7677000016 182897.4353999998, 529719.1506000021 182900.2745000012, 529728.9045000011 182901.2343000025, 529738.6584000019 182900.2745000012, 529740.1425000019 182899.8247000054, 529740.3981000017 182899.9846000038, 529744.1084000021 182902.5939000044, 529745.0813000016 182903.2636999972, 529745.1143000023 182903.2737000026, 529745.1390000014 182903.3037000038, 529748.2227000026 182905.3531000018, 529751.9907000009 182907.8624000009, 529753.5902000042 182910.8615000024, 529759.8070000019 182918.4393000044, 529766.6339000026 182924.0377000012, 529766.9637000021 182924.3677000031, 529780.3702000016 182933.5250000041, 529780.7741999999 182933.7950000037, 529783.0910000019 182935.3444999997, 529783.1075000018 182935.3644999992, 529791.748300002 182939.983200008, 529801.1312000025 182942.8224000037, 529810.8851000005 182943.7821000014, 529818.7509000022 182943.1623000037, 529821.1997000035 182942.7724000011, 529823.0878000008 182942.4325000048, 529832.4707000013 182939.5933000017, 529841.1115000015 182934.9746000022, 529848.6887000026 182928.7564000022, 529854.9055000022 182921.1786000058, 529855.6476000026 182920.038900001, 529858.6323000006 182915.2903000023, 529859.7783000022 182913.6207000017, 529860.0669000028 182913.1909000035, 529864.6924000019 182904.5433000028, 529867.5369000006 182895.1659999974, 529868.4934000019 182885.4088000041, 529867.5369000006 182875.6516000014, 529864.6924000019 182866.2743000053, 529863.1506000012 182863.405100001, 529862.1117000012 182859.9561000001, 529857.486200002 182851.3086000029, 529855.4167000018 182848.7893000003, 529855.8702000016 182848.1195000019, 529856.0681000035 182847.8296000101, 529860.693500001 182839.1820000056, 529862.2106000017 182834.1835000031, 529866.3497000001 182830.784400003, 529871.6595000019 182824.5162000041, 529872.9540000027 182822.7068000082, 529873.6300000027 182821.7270000037, 529873.6629999997 182821.686999999, 529878.5606000023 182814.4691000041, 529878.7584999995 182814.1791999992, 529883.3840000033 182805.5317000076, 529883.4746000031 182805.2318000067, 529883.7550000018 182805.0018000025, 529889.5513000013 182798.0438000038, 529891.6368000014 182795.0222000014, 529919.4078347227 182817.8241298441, 529927.3544135829 182823.048636945, 529938.8099999996 182805.9200000018, 529801.4578061728 182716.2463338971, 529722.0538990097 182667.961995, 529510.2037000023 182953.8890000023, 529486.0191000011 182976.6552000027, 529482.2452000026 182983.7107000034, 529479.400700002 182993.0880000032, 529478.4443000006 183002.8452000022, 529479.400700002 183012.6023999993, 529482.2452000026 183021.9797000047, 529486.8707000017 183030.6272000056, 529493.0875000022 183038.2051000018, 529500.1205000021 183043.9734000079, 529500.3596000001 183044.2133000027, 529511.1854000026 183051.5612000078, 529511.4905000003 183051.7712000068, 529520.1313000014 183056.3899000008, 529529.514200002 183059.2290000059, 529539.2681000028 183060.1887999997, 529549.0220000008 183059.2290000059, 529558.4049000032 183056.3899000008, 529567.0457000015 183051.7712000068, 529574.6228999998 183045.5530000031, 529580.839700005 183037.9751000032, 529580.864400004 183037.9351000059, 529583.0988000017 183034.5861000065, 529586.0918000014 183030.3273000009, 529586.7760999994 183029.3376000058, 529591.4016000014 183020.6901000012, 529594.2462000018 183011.3128000051, 529595.2026000014 183001.5556000024, 529594.2462000018 182991.7984000035, 529591.4016000014 182982.4210000001, 529586.7760999994 182973.7734999992, 529580.5593000017 182966.1957000028, 529579.1824000021 182965.0660000015, 529578.4651000006 182964.1963000037, 529585.8692000005 182960.2374000028, 529593.4464000016 182954.0192000028, 529599.663200004 182946.4413000029, 529599.9930000007 182945.9415000025, 529605.5335999988 182937.4339000043, 529605.8882000037 182936.7641000021, 529608.2957000025 182932.6353000067, 529608.6833000015 182931.8654999975, 529610.2168000005 182928.5165000074, 529611.8988000005 182922.9481000043, 529620.2923000008 182918.4693, 529627.8695000019 182912.2511, 529634.0863000015 182904.6733000036, 529638.7118000006 182896.0258000027, 529639.9403000018 182892.736700004, 529640.7153000031 182890.4174000006, 529640.7565000011 182890.2574000061, 529640.8472000007 182890.0075000022, 529640.954400003 182889.6776000056, 529646.4291000012 182885.1888999995, 529652.6459000017 182877.6110000033, 529653.5199000034 182876.0515000001, 529659.1183000039 182871.4528000057, 529668.2373000029 182868.6936000027, 529676.8782000002 182864.0748999994), (529763.5008000014 182704.1107000038, 529764.2055280618 182696.9210590329, 529794.8386000013 182715.5444000009, 529792.3997000027 182719.096400002, 529791.303100002 182720.6860000063, 529790.8414000031 182721.3658000045, 529788.9945 182724.3549000025, 529786.9332000026 182727.9639000017, 529786.7106000017 182728.4037000053, 529786.3396000015 182729.0236000028, 529784.533900002 182732.3726000022, 529782.3490000041 182736.9713000003, 529781.5492000012 182739.6205000021, 529776.5362000009 182745.7288000081, 529776.1074999999 182746.3786000013, 529775.3159000017 182747.6082000043, 529774.2853000006 182749.1178000029, 529773.9555000011 182749.5977000035, 529773.312400002 182750.5874000024, 529770.8636000007 182754.4463000055, 529766.8812000006 182762.1041000038, 529764.1686000023 182771.0515000001, 529756.7893000012 182771.7813000083, 529749.261500001 182774.0607000031, 529739.8622000031 182773.1409000047, 529730.1083000023 182774.1007000078, 529720.7254000017 182776.9399000034, 529717.2130000032 182778.8193000052, 529717.5345000029 182775.5702000018, 529716.5780999986 182765.8129999992, 529714.9538000012 182760.4646000061, 529722.3826000029 182758.2151999995, 529731.0235000011 182753.5965, 529738.6007000012 182747.3783000056, 529744.8175000018 182739.8005000036, 529745.2297 182739.1707000062, 529750.6467000023 182730.793100005, 529750.6797000011 182730.7331000008, 529751.0837000003 182730.1133000031, 529756.8799999999 182720.8259000052, 529760.656200001 182713.4880000036, 529763.5008000014 182704.1107000038))",Eversholt,,133,,,3,0,0,2,0,0,1,0,0,0,0,0,1,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
