,objectid,highstreet,area_ha,road_length,ATMs,Advertising Right,Amusement Arcades,Banks/Insurance/Building Society Offices & Other A2 Uses,Betting Offices,Bingo Halls (National Scheme),Cafes,Cafes/Restaurants Within/Part of Specialist Property,Car Parks (Multi-Storey),Car Parks (Surfaced Open),Car Showrooms,Car Spaces,Car Washes (Stand Alone),Cemeteries (National Scheme),Clubs & Institutions,Commercial Miscellaneous,Communication Stations (National Scheme),Community Day Centres,Concert Halls (National Scheme),Day Nurseries/Play Schools,Educational Miscellaneous,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",Fire Stations,Food Stores,Funeral Parlours/Chapels Of Rest,Garages (Transport and Commercial),Garden Centres,Gymnasia/Fitness Suites,Hairdressing/Beauty Salons,Hostels,Hotels (3 Star And Under),Hypermarkets/Superstores (over 2500m^2),Large Food Stores (750 - 2500m^2),Large Shops (Over 1850m^2),Libraries,Local Authority Schools (National Scheme),Markets (Other Than Livestock),Miscellaneous,Museums and Art Galleries (Contractors),Night Clubs & Discotheques,Nurseries/Creches Within/Part of Specialist Property,Offices (Inc Computer Centres),Petrol Filling Stations (National Scheme),Police Stations,Post Offices,Public Conveniences (National Scheme),Public Halls,Public Houses/Pub Restaurants (National Scheme),Public Telephone Kiosks (National Scheme),Public and Independent Schools (National Scheme),Recording Studios,Restaurants,Retail Warehouses and Foodstores,Sales Kiosks,Shops,Shops Within/Part of Specialist Property,Showrooms,Sports & Leisure Centres (Private)(Dry Only),Sports & Leisure Centres (Private)(Wet & Dry),Sports & Leisure Centres Within/Part of Specialist Property,Stores,Studios,"Surgeries, Clinics, Health Centres (Contractors Valuation)","Surgeries, Clinics, Health Centres (Rental Valuation)",Tennis Courts/Clubs,Vehicle Repair Workshops & Garages,Veterinary Clinics / Animal Clinics,"Village Halls, Scout Huts, Cadet Huts Etc",Wine Bars,bench,bicycle_rental,camera_surveillance,fountain,post_box,recycling,recycling_clothes,recycling_glass,recycling_paper,telephone,tourist_info,vending_parking,waste_basket,public toilets,trees,bus_stops,train,median_95Q4,median_18Q4,95-18_price_diff,count_95Q4,count_18Q4,95-18_tansc_diff,household_estimate_01_02,household_estimate_12_13,household_estimate_diff,All usual residents,Density (number of persons per hectare),Economically_active_total,Economically_inactive_total,Over_65s,crime,cultural_infra,GRP_CD,Average download speed (Mbit/s),Average data usage (GB),AvPTAI2015,2018_road_causaulties,averaege_yearly_causaulties(2010-2018),noise_pollution,NOxTotal10,PM10Tot10,total_buildings,total_floor_area,mean_floor_area,total_rental_valuation,mean_rental_valuation,total_rates_paid,mean_rates_paid,total_rates_expected,mean_rates_expected,cluster_label
count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
mean,310.0,310.0,34.154956055,1818.5142274999998,0.0,15.0,0.5,15.0,1.5,0.0,19.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,2.5,0.5,0.0,2.0,0.0,82.5,0.5,6.5,17.5,0.0,0.0,0.0,6.0,0.0,0.0,2.0,13.0,26.0,0.5,0.5,0.0,0.0,0.0,1.5,0.0,243.0,0.0,0.5,0.0,0.0,0.0,8.0,1.0,0.0,0.0,110.5,0.0,1.0,3193.5,0.0,0.0,60.0,5.0,0.0,16.0,17.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,4.0,2.0,0.0,0.0,0.0,4.5,2.0,0.5,11.5,219.5,19973.0,1254.5,86.5,1230475.0,7101469.25,5870994.25,66.5,52.0,-14.5,495515.0,720165.0,224650.0,14001.0,1181.6,7895.5,3222.0,1416.5,6318.0,13.5,3.0,2388.3,10694.0,300.15954999999997,97.5,108.5,67.5,4.4511899999999995,0.5121884999999999,3902.0,590736.8814000001,158.2175143,132940030.0,35017.323325,23821737.5,10036.11528,67074779.47,17677.392805000003,3.0
std,35.35533905932738,35.35533905932738,8.243786426737916,269.23779344971985,0.0,9.899494936611665,0.7071067811865476,12.727922061357855,0.7071067811865476,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,24.748737341529164,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,2.8284271247461903,0.0,40.30508652763321,0.7071067811865476,9.192388155425117,24.748737341529164,0.0,0.0,0.0,2.8284271247461903,0.0,0.0,2.8284271247461903,18.384776310850235,36.76955262170047,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,2.1213203435596424,0.0,89.09545442950498,0.0,0.7071067811865476,0.0,0.0,0.0,2.8284271247461903,1.4142135623730951,0.0,0.0,50.204581464244875,0.0,1.4142135623730951,1130.6637431172894,0.0,0.0,36.76955262170047,7.0710678118654755,0.0,0.0,24.748737341529164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,4.242640687119285,2.8284271247461903,0.0,0.0,0.0,3.5355339059327378,2.8284271247461903,0.7071067811865476,12.020815280171307,219.9102089490163,23019.15415474687,1231.0729060457793,54.44722215136416,227653.028203009,2295932.2314456766,2068279.203242668,34.64823227814083,33.94112549695428,0.7071067811865476,113568.42012637139,149263.17044066833,35694.75031429692,4549.525030154246,222.88005742999982,2242.235603142542,1175.211470332042,375.47370081005676,854.1849916733494,3.5355339059327378,0.0,773.0091331931338,4942.676400493967,61.178242312157046,2.1213203435596424,10.606601717798213,3.5355339059327378,0.44184274329222606,0.02170605686208351,1310.975972319859,48908.587387562045,40.622955491671185,23895938.27914694,5640.935727284022,271103.1135613277,4067.9487547456206,11849954.975597125,2902.276331668481,0.0
min,285.0,285.0,28.32571877,1628.134358,0.0,8.0,0.0,6.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,75.0,0.0,0.0,2394.0,0.0,0.0,34.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,64.0,3696.0,384.0,48.0,1069500.0,5478000.0,4408500.0,42.0,28.0,-15.0,415210.0,614620.0,199410.0,10784.0,1024.0,6310.0,2391.0,1151.0,5714.0,11.0,3.0,1841.7,7199.0,256.9,96.0,101.0,65.0,4.1387599999999996,0.49683999999999995,2975.0,556153.2876,129.492747,116043050.0,31028.57942,23630038.65,7159.64113,58695595.95,15625.173530000002,3.0
25%,297.5,297.5,31.240337412499997,1723.32429275,0.0,11.5,0.25,10.5,1.25,0.0,18.5,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,2.25,0.25,0.0,1.0,0.0,68.25,0.25,3.25,8.75,0.0,0.0,0.0,5.0,0.0,0.0,1.0,6.5,13.0,0.25,0.25,0.0,0.0,0.0,0.75,0.0,211.5,0.0,0.25,0.0,0.0,0.0,7.0,0.5,0.0,0.0,92.75,0.0,0.5,2793.75,0.0,0.0,47.0,2.5,0.0,16.0,8.75,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,2.5,1.0,0.0,0.0,0.0,3.25,1.0,0.25,7.25,141.75,11834.5,819.25,67.25,1149987.5,6289734.625,5139747.125,54.25,40.0,-14.75,455362.5,667392.5,212030.0,12392.5,1102.8,7102.75,2806.5,1283.75,6016.0,12.25,3.0,2115.0,8946.5,278.529775,96.75,104.75,66.25,4.294974999999999,0.5045142499999999,3438.5,573445.0845000001,143.85513065,124491540.0,33022.9513725,23725888.074999996,8597.878205,62885187.71000001,16651.2831675,3.0
50%,310.0,310.0,34.154956055,1818.5142274999998,0.0,15.0,0.5,15.0,1.5,0.0,19.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,2.5,0.5,0.0,2.0,0.0,82.5,0.5,6.5,17.5,0.0,0.0,0.0,6.0,0.0,0.0,2.0,13.0,26.0,0.5,0.5,0.0,0.0,0.0,1.5,0.0,243.0,0.0,0.5,0.0,0.0,0.0,8.0,1.0,0.0,0.0,110.5,0.0,1.0,3193.5,0.0,0.0,60.0,5.0,0.0,16.0,17.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,4.0,2.0,0.0,0.0,0.0,4.5,2.0,0.5,11.5,219.5,19973.0,1254.5,86.5,1230475.0,7101469.25,5870994.25,66.5,52.0,-14.5,495515.0,720165.0,224650.0,14001.0,1181.6,7895.5,3222.0,1416.5,6318.0,13.5,3.0,2388.3,10694.0,300.15954999999997,97.5,108.5,67.5,4.4511899999999995,0.5121884999999999,3902.0,590736.8814000001,158.2175143,132940030.0,35017.323325,23821737.5,10036.11528,67074779.47,17677.392805000003,3.0
75%,322.5,322.5,37.0695746975,1913.7041622499999,0.0,18.5,0.75,19.5,1.75,0.0,19.5,0.0,0.0,0.0,0.0,0.0,26.25,0.0,0.0,0.0,2.75,0.75,0.0,3.0,0.0,96.75,0.75,9.75,26.25,0.0,0.0,0.0,7.0,0.0,0.0,3.0,19.5,39.0,0.75,0.75,0.0,0.0,0.0,2.25,0.0,274.5,0.0,0.75,0.0,0.0,0.0,9.0,1.5,0.0,0.0,128.25,0.0,1.5,3593.25,0.0,0.0,73.0,7.5,0.0,16.0,26.25,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,5.5,3.0,0.0,0.0,0.0,5.75,3.0,0.75,15.75,297.25,28111.5,1689.75,105.75,1310962.5,7913203.875,6602241.375,78.75,64.0,-14.25,535667.5,772937.5,237270.0,15609.5,1260.4,8688.25,3637.5,1549.25,6620.0,14.75,3.0,2661.6000000000004,12441.5,321.78932499999996,98.25,112.25,68.75,4.607405,0.5198627499999999,4365.5,608028.6783,172.57989795,141388520.0,37011.6952775,23917586.925000004,11474.352354999999,71264371.22999999,18703.5024425,3.0
max,335.0,335.0,39.98419334,2008.8940969999999,0.0,22.0,1.0,24.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,111.0,1.0,13.0,35.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,26.0,52.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,306.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,146.0,0.0,2.0,3993.0,0.0,0.0,86.0,10.0,0.0,16.0,35.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,7.0,4.0,1.0,20.0,375.0,36250.0,2125.0,125.0,1391450.0,8724938.5,7333488.5,91.0,76.0,-14.0,575820.0,825710.0,249890.0,17218.0,1339.2,9481.0,4053.0,1682.0,6922.0,16.0,3.0,2934.9,14189.0,343.4191,99.0,116.0,70.0,4.7636199999999995,0.527537,4829.0,625320.4752,186.9422816,149837010.0,39006.06723,24013436.35,12912.58943,75453962.99,19729.612080000003,3.0
