,Unnamed: 0,Unnamed: 0.1,rates_code,rates_authority_id,rates_authority,region,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published,V1,V2,V6,V7,V8,V9,V10,V11,V12,V18,V22,V23,V24,V25,V27,V29,V31,V32,V33,V34,V35,V37,V40,V41,V42,V43,V44,V45,V46,V47,V49,V50,V52,V53,V61,V62,V63,V65,V66,V67,V68,V69,V71,V73,V74,V75,V76,geometry,new_date,locaton_code,period2,duration,study-start,time-of-entry,time-at-open,vacant,survival,entry,stat,StatusChange,TenantChange,highstreet
20,123932,123932,0074200631009A,E09000007,Camden,Inner London - West,UNIT 7 AT 63,PRATT STREET,LONDON,NW1 0DP,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",96,Industrial General,Industrial,367.94,47750,2017-04-01 00:00:00+00:00,2017,2021-03,23827.25,CAMDEN PROPERTY HOLDINGS LTD,0,FALSE,19/06/2019,652,TRUE,5125804,,CI03,5110235,529376,183993,51.5400199,-0.1358488,2,,,,,,,UNIT 7,63,,,,ST PANCRAS COMMERCIAL CENTRE,20400742,,N,,,osgb4000000030250427,3,osgb1000005431885,8,95659063,PRATT STREET,,,LONDON,CAMDEN,,,NW1 0BY,,,L,E05000143,,0,IF3,96,POINT (529377.7846075087 183993.2942823111),19/06/2019 00:00,95659063,01/04/2021,652,01/04/2010,3366 days,4018,0,652,3366,0,FALSE,FALSE,Kentish
21,123668,123668,7.42006E+11,E09000007,Camden,Inner London - West,UNIT 8 AT 63,PRATT STREET,LONDON,NW1 0DP,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",96,Industrial General,Industrial,347.29,53500,2017-04-01 00:00:00+00:00,2017,2021-03,27392,CAMDEN PROPERTY HOLDINGS LTD,0,FALSE,19/06/2019,652,TRUE,5125805,17630670,CI03,5110235,529378,183985,51.5399475,-0.1358229,2,,,UNIT 7-9,,,,UNIT 8,63,,,,ST PANCRAS COMMERCIAL CENTRE,20400742,,N,osgb1000002298825776,13,osgb4000000030250427,3,osgb1000005431884,4,95660063,PRATT STREET,ST. PANCRAS COMMERCIAL CENTRE,PRATT STREET,LONDON,CAMDEN,LONDON,NW1 0BY,NW1 0BY,S,1B,D,E05000143,19/03/2012,0,CW,96,POINT (529379.7858233192 183985.2888734691),19/06/2019 00:00,95660063,01/04/2021,652,01/04/2010,3366 days,4018,0,652,3366,0,FALSE,TRUE,Kentish
22,2991,2991,224513039,E09000007,Camden,Inner London - West,ARCHES 78,RANDOLPH STREET,LONDON,NW1 0SR,Stores,268,Retail High Street,Retail,129.92,18250,2017-04-01 00:00:00+00:00,2017,2021-03,9106.75,BY APPOINTMENT ONLY DESIGN LTD IN LIQUID,0,FALSE,01/04/2019,731,TRUE,5131043,,C,5124180,529282,184178,51.541704,-0.1371356,5,,,,,,,ARCH 78,,,,,RAILWAY ARCHES,20400660,,N,,,osgb4000000030153116,8,osgb5000005156541699,3,96925063,RANDOLPH STREET,,,LONDON,CAMDEN,,,NW1 0SR,,,L,E05000131,,0,CW3,268,POINT (529283.781575461 184178.3000748332),01/04/2019 00:00,96925063,01/04/2021,731,01/04/2010,3287 days,4018,0,731,3287,0,FALSE,TRUE,Kentish
23,85836,85836,5.35006E+11,E09000007,Camden,Inner London - West,GND F 57,CAMDEN ROAD,LONDON,NW1 9EU,Betting Offices,24,Retail Financial & Professional Services,Retail,45.52,25500,2017-04-01 00:00:00+00:00,2017,2021-03,12724.5,WILLIAM HILL ORGANIZATION LTD,0,FALSE,29/09/2019,550,TRUE,5087536,17653586,CR09,,529195,184232,51.5422092,-0.1383696,2,,,,57,,,,57,,,,,20400535,,N,osgb1000002298833333,26,osgb4000000030425310,13,osgb1000005437157,5,99271063,CAMDEN ROAD,,CAMDEN ROAD,LONDON,CAMDEN,LONDON,NW1 9EU,NW1 9EU,S,1X,D,E05000131,19/03/2012,3,CS2,24,POINT (529196.7824470752 184232.3021180349),29/09/2019 00:00,99271063,01/04/2021,550,01/04/2010,3468 days,4018,0,550,3468,0,FALSE,TRUE,Kentish
24,86330,86330,5.35009E+11,E09000007,Camden,Inner London - West,GND F 94,CAMDEN ROAD,LONDON,NW1 9EA,Restaurants,234,Retail Restaurants & Cafes,Retail,55.7,12250,2010-04-01 00:00:00+00:00,2010,2012-09,5512.5,CYPRIOT COMMUNITY CENTRE (LONDON) LTD,0,FALSE,31/08/2010,762,TRUE,5087756,17653429,CR07,,529185,184130,51.5412948,-0.1385511,2,THAI LONG RESTAURANT,,,94,,,,94,,,,,20400535,,N,osgb1000002298833759,25,osgb4000000030153114,7,osgb1000005437332,5,99299063,CAMDEN ROAD,,CAMDEN ROAD,LONDON,CAMDEN,LONDON,NW1 9EA,NW1 9EA,S,1T,D,E05000130,19/03/2012,4,CR,234,POINT (529186.7842412135 184130.2967683947),31/08/2010 00:00,99299063,01/10/2012,762,01/04/2010,152 days,914,1,762,152,0,FALSE,TRUE,Kentish
25,82361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentish
26,82483,82483,005120178A0012,E09000007,Camden,Inner London - West,GND F 178A,ROYAL COLLEGE STREET,LONDON,NW1 0SP,Cafes,409,Retail Restaurants & Cafes,Retail,89.66,27750,2017-04-01 00:00:00+00:00,2017,2018-12,13320,NETWORK RAIL LTD,0,FALSE,01/04/2016,1005,TRUE,5074701,17632377,C,,529218,184175,51.5416916,-0.138059,2,,,178A,,,,,178,A,,,,20400512,,N,osgb1000002298833360,20,osgb5000005156547955,3,osgb1000005437305,7,99497063,ROYAL COLLEGE STREET,,ROYAL COLLEGE STREET,LONDON,CAMDEN,LONDON,NW1 0SP,NW1 0SP,S,1H,D,E05000131,19/03/2012,0,CR1,409,POINT (529219.7852121525 184175.2909905945),01/04/2016 00:00,99497063,01/01/2019,1005,01/04/2010,2192 days,3197,1,1005,2192,0,FALSE,TRUE,Kentish
27,113507,113507,6.61009E+11,E09000007,Camden,Inner London - West,ARCHES 90 & 91,BAYNES STREET,LONDON,NW1 0TX,Vehicle Repair Workshops & Garages,289,Industrial Light,Industrial,206.95,25750,2017-04-01 00:00:00+00:00,2017,2021-03,12849.25,NETWORK RAIL LTD,5652.32,FALSE,30/04/2018,1067,TRUE,5083999,17632646,CI03GA,,529353,184154,51.541472,-0.1361211,5,,,90-94,,,,,90,,94,,,20400661,,N,osgb1000002298006382,9,osgb4000000030250564,7,osgb5000005156542587,1,110608063,BAYNES STREET,,BAYNES STREET,LONDON,CAMDEN,LONDON,NW1 0TZ,NW1 0TZ,S,1Y,D,E05000131,19/03/2012,0,CG1,289,POINT (529354.7875236059 184154.2926299943),30/04/2018 00:00,110608063,01/04/2021,1067,01/04/2010,2951 days,4018,0,1067,2951,0,FALSE,TRUE,Kentish
28,83284,83284,00512154A0000B,E09000007,Camden,Inner London - West,154A,ROYAL COLLEGE STREET,LONDON,NW1 0TA,Shops,249,Retail High Street,Retail,19.7,9500,2017-04-01 00:00:00+00:00,2017,2021-03,4740.5,PARVENTURES LTD,0,FALSE,11/04/2016,1816,TRUE,5079479,17632492,CR08,,529260,184106,51.5410619,-0.137479,1,,,154A,,,,,154,A,,,,20400512,,N,osgb1000002298833860,21,osgb4000000030355193,2,osgb1000005437318,5,175958063,ROYAL COLLEGE STREET,,ROYAL COLLEGE STREET,LONDON,CAMDEN,LONDON,NW1 0TA,NW1 0TA,S,2B,D,E05000131,19/03/2012,0,CS,249,POINT (529261.7870997111 184106.2895720006),11/04/2016 00:00,175958063,01/04/2021,1816,01/04/2010,2202 days,4018,0,1816,2202,0,FALSE,TRUE,Kentish
29,402469,402469,0065600422001B,E09000007,Camden,Inner London - West,CONSTITUTION 42,ST PANCRAS WAY,LONDON,NW1 0QT,Public Houses/Pub Restaurants (National Scheme),226,Retail Restaurants & Cafes,Retail,193.763873,57000,2017-04-01 00:00:00+00:00,2017,2021-03,29184,PUBS OF DISTINCTION LTD,0,FALSE,04/02/2020,422,TRUE,5063437,17632063,X,,529405,184028,51.5403278,-0.135418,2,THE CONSTITUTION,,,42,,,,42,,44,,,20400656,,N,osgb1000002298834649,19,osgb4000000030355122,3,osgb1000005437475,9,180653063,ST PANCRAS WAY,,ST. PANCRAS WAY,LONDON,CAMDEN,LONDON,NW1 0QT,NW1 0QT,S,1B,D,E05000143,19/03/2012,1,CL,226,POINT (529406.7860315428 184028.2953597091),04/02/2020 00:00,180653063,01/04/2021,422,01/04/2010,3596 days,4018,0,422,3596,0,FALSE,TRUE,Kentish
