,Unnamed: 0,Unnamed: 0.1,rates_code,rates_authority_id,rates_authority,region,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published,V1,V2,V6,V7,V8,V9,V10,V11,V12,V18,V22,V23,V24,V25,V27,V29,V31,V32,V33,V34,V35,V37,V40,V41,V42,V43,V44,V45,V46,V47,V49,V50,V52,V53,V61,V62,V63,V65,V66,V67,V68,V69,V71,V73,V74,V75,V76,geometry,new_date,locaton_code,period2,duration,study-start,time-of-entry,time-at-open,vacant,survival,entry,stat,StatusChange,TenantChange,highstreet
98539063,72898,72898,00410019200002,E09000007,Camden,Inner London - West,BST & GND FS 192,BROADHURST GARDENS,LONDON,NW6 3AY,Shops,249,Retail High Street,Retail,81.5,11500.0,2010-04-01 00:00:00+00:00,2010,2012-09,5175.0,PHILIP FAITH SETTLEMENT TRUST,0.0,False,2012-06-26,97.0,True,5064451,17728853.0,C,,525582.0,184623.0,51.5465377,-0.1903021,2,,,192A,,,,,192.0,A,,,,20400410,,N,osgb1000002298621114,7.0,osgb4000000030223429,5,osgb1000001787361502,1,98539063.0,BROADHURST GARDENS,,BROADHURST GARDENS,LONDON,CAMDEN,LONDON,NW6 3AY,NW6 3AY,S,2H,D,E05000145,2012-03-19,6,CS,249.0,POINT (525583.7393617152 184623.2894294228),2012-06-26 00:00:00,98539063,2012-10-01,97,2010-04-01,817 days,914,1,97,817,0,False,True,WestEnd
99574063,297589,297589,05034000330065,E09000007,Camden,Inner London - West,BST & GND F UNIT A 1-3,CANFIELD PLACE,LONDON,NW6 3BT,Offices (Inc Computer Centres),203,Office General,Office,140.7,27000.0,2010-04-01 00:00:00+00:00,2010,2015-03,12717.0,PRUDELL LTD,0.0,False,2014-11-28,124.0,True,5121919,,C,5088502.0,526251.0,184691.0,51.5469997,-0.1806349,2,,,,,,,UNIT A,1.0,,3.0,,,20400416,,N,,,osgb4000000030223453,6,osgb1000004337674,3,99574063.0,CANFIELD PLACE,,,LONDON,CAMDEN,,,NW6 3BT,,,C,E05000144,,0,CO,203.0,POINT (526252.7485792051 184691.2927743582),2014-11-28 00:00:00,99574063,2015-04-01,124,2010-04-01,1702 days,1826,1,124,1702,0,False,True,WestEnd
99575063,297360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WestEnd
99578063,297409,297409,05034000330027,E09000007,Camden,Inner London - West,2ND F UNIT E 1-3,CANFIELD PLACE,LONDON,NW6 3BT,Offices (Inc Computer Centres),203,Office General,Office,108.9,23250.0,2010-04-01 00:00:00+00:00,2010,2013-09,10741.5,SMITH LAM ARCHITECTS LIMITED,0.0,False,2012-07-19,439.0,True,5121923,,C,5088502.0,526251.0,184691.0,51.5469997,-0.1806349,2,,,,,,,UNIT E,1.0,,3.0,,,20400416,,N,,,osgb4000000030223453,6,osgb1000004337674,3,99578063.0,CANFIELD PLACE,,,LONDON,CAMDEN,,,NW6 3BT,,,C,E05000144,,0,CO,203.0,POINT (526252.7485792051 184691.2927743582),2012-07-19 00:00:00,99578063,2013-10-01,439,2010-04-01,840 days,1279,1,439,840,0,False,True,WestEnd
101402063,289790,289790,0500601481001B,E09000007,Camden,Inner London - West,GND F 148,FINCHLEY ROAD,LONDON,NW3 5HS,Shops,249,Retail High Street,Retail,76.4,20000.0,2010-04-01 00:00:00+00:00,2010,2014-12,9420.0,MARIO TECH LTD,0.0,False,2010-10-18,1536.0,True,5018867,17692665.0,C,,526261.0,184836.0,51.5483006,-0.1804387,1,,,,148.0,,,,148.0,,,,,20400045,,N,osgb1000002298669749,38.0,osgb4000000031074804,3,osgb1000004337782,7,101402063.0,FINCHLEY ROAD,,FINCHLEY ROAD,LONDON,CAMDEN,LONDON,NW3 5HS,NW3 5HS,S,4J,D,E05000133,2012-03-19,4,CS,249.0,POINT (526262.7536854752 184836.2975262759),2010-10-18 00:00:00,101402063,2015-01-01,1536,2010-04-01,200 days,1736,1,1536,200,0,False,True,WestEnd
101408063,290167,290167,050060160C0009,E09000007,Camden,Inner London - West,BST & GND FS 160C,FINCHLEY ROAD,LONDON,NW3 5HD,Shops,249,Retail High Street,Retail,49.1,16000.0,2017-04-01 00:00:00+00:00,2017,2021-03,7984.0,FROGNAL LTD,0.0,False,2010-04-01,4018.0,True,5074268,17692584.0,C,,526209.0,184948.0,51.549318799999995,-0.1811481,2,,,,160.0,,,,160.0,C,,,,20400045,,N,osgb1000002298893688,25.0,osgb4000000030411053,8,osgb1000004337807,5,101408063.0,FINCHLEY ROAD,,FINCHLEY ROAD,LONDON,CAMDEN,LONDON,NW3 5HD,NW3 5HD,S,1B,D,E05000133,2012-03-19,0,CS,249.0,POINT (526210.7530445491 184948.303102896),2010-04-01 00:00:00,101408063,2021-04-01,4018,2010-04-01,0 days,4018,0,4018,0,0,False,True,WestEnd
101422063,355329,355329,00000101162002,E09000007,Camden,Inner London - West,GND F 184,FINCHLEY ROAD,LONDON,NW3 6BP,Cafes,409,Retail Restaurants & Cafes,Retail,83.4,23750.0,2017-04-01 00:00:00+00:00,2017,2019-06,11661.25,ARGOS DISTRIBUTORS LTD,0.0,False,2012-06-16,2571.0,True,5047601,17694291.0,C,,526154.0,185026.0,51.550032,-0.18191300000000002,1,,,,184.0,,,,184.0,,,,,20400045,,N,osgb1000002298677231,10.0,osgb4000000030223471,3,osgb1000004342685,4,101422063.0,FINCHLEY ROAD,,FINCHLEY ROAD,LONDON,CAMDEN,LONDON,NW3 6BP,NW3 6BP,S,1G,D,E05000133,2012-03-19,0,CR1,409.0,POINT (526155.7497474977 185026.2960553071),2012-06-16 00:00:00,101422063,2019-07-01,2571,2010-04-01,807 days,3378,1,2571,807,0,False,True,WestEnd
101423063,290676,290676,05006018600005,E09000007,Camden,Inner London - West,GND F 186,FINCHLEY ROAD,LONDON,NW3 6BX,Shops,249,Retail High Street,Retail,75.4,17000.0,2010-04-01 00:00:00+00:00,2010,2016-06,8228.0,PRESTIGE CAR CONNECT LIMITED,0.0,False,2016-02-15,137.0,True,5034807,17694308.0,CR08,,526151.0,185030.0,51.550068599999996,-0.18195479999999997,1,,,,186.0,,,,186.0,,,,,20400045,,N,osgb1000002298938623,5.0,osgb4000000030223471,3,osgb1000004342684,4,101423063.0,FINCHLEY ROAD,,FINCHLEY ROAD,LONDON,CAMDEN,LONDON,NW3 6BX,NW3 6BX,S,1A,D,E05000133,2012-03-19,0,CS,249.0,POINT (526152.7505564014 185030.2941247805),2016-02-15 00:00:00,101423063,2016-07-01,137,2010-04-01,2146 days,2283,1,137,2146,0,False,True,WestEnd
101765063,288791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WestEnd
101768063,353476,353476,050060122A0004,E09000007,Camden,Inner London - West,GND & 1ST FS 122A,FINCHLEY ROAD,LONDON,NW3 5HT,Shops,249,Retail High Street,Retail,134.04,38750.0,2017-04-01 00:00:00+00:00,2017,2021-03,19336.25,KINDGRAND LIMITED,15026.1,False,2010-04-01,4018.0,True,5109678,54754888.0,C,,526330.0,184728.0,51.5473146,-0.1794829,1,LEMOGE CLINIC,,122A,,,,,122.0,A,,,,20400045,,N,,,osgb5000005159466217,1,osgb1000004337744,5,101768063.0,FINCHLEY ROAD,,FINCHLEY ROAD,LONDON,CAMDEN,LONDON,NW3 5HT,NW3 5HT,S,3P,D,E05000133,2017-05-04,0,CS,249.0,POINT (526331.7515133901 184728.2984135532),2010-04-01 00:00:00,101768063,2021-04-01,4018,2010-04-01,0 days,4018,0,4018,0,0,False,True,WestEnd
